"Name","R.A.","Dec.","z","Type"
"SDSS-II SN 20928","01:27:36.243,01:27:36.24","+00:58:26.97,+00:58:26.965,+00:58:26.954,+00:58:26.659","0.370739","Ia"
"SDSS-II SN 21307","23:35:29.76","+00:07:39.4,+00:07:39.119","","Ia"
"SDSS-II SN 2926","00:16:48.64,00:16:48.684,00:16:48.672","+00:25:42.1,+00:25:41.588,+00:25:41.228","0.304287","Ia"
"SDSS-II SN 3068","00:45:08.496,00:45:08.448","-00:54:14.4936,-00:54:14.706","","Ia"
"SDSS-II SN 3669","23:19:01.92","-00:50:22.848,-00:50:22.8012,-00:50:23.1144","0.415,0.353","Ia"
"SDSS-II SN 5378","02:30:56.905,02:30:56.856,02:30:56.808","-01:15:07.25,-01:15:07.704,-01:15:07.956","0.2511","Ia"
"SDSS-II SN 5877","20:44:26.88","+00:32:27.82,+00:32:27.596,+00:32:27.334","0.317,0.278","Ia"
"SDSS-II SN 5925","01:44:39.020,01:44:39.024,01:44:39,01:44:38.976","-01:08:45.80,-01:08:45.816,-01:08:45.672,-01:08:45.852","0.396531","Ia"
"SDSS-II SN 6085","22:33:42.96,22:33:42.72","+00:24:10.66,+00:24:10.573,+00:24:10.328","0.65,0.51","Ia"
"SDSS-II SN 6560","21:25:47.195,21:25:47.28","+00:50:59.18,+00:50:59.03,+00:50:59.183,+00:50:59.204,+00:50:59.039","0.273265","Ia"
"SDSS-II SN 7803","23:04:20.748,23:04:20.64","+00:41:25.76,+00:41:25.4,+00:41:25.724,+00:41:25.444","0.382,0.184,0.169","II"
"SN2005lh","21:55:48.33,21:55:48.3,21:55:48.24,21:55:48.34,21:55:48.341","+01:10:51.0,+01:10:51,+01:10:50.844,+01:10:50.556,+01:10:50.9,+01:10:50.92","0.2184,0.220272","Ia"
"SN2006al","10:39:28.26,10:39:28.260","+05:11:00.3,+05:11:00.31","0.067849","Ia"
"SN2006cz","14:48:36.66,14:48:36.72,14:48:36.660","-04:44:30.7,-04:44:30.948,-04:44:30.70","0.041799","Ia"
"SN2006jz","00:11:24.567,00:11:24.811,00:11:24.77,00:11:24.8112,00:11:24.768,00:11:24.80,00:11:24.799","+00:42:07.01,+00:42:09.864,+00:42:09.612,+00:42:09.8784,+00:42:09.6156,+00:42:09.8,+00:42:09.79","0.1994","Ia"
"SN2006kd","01:07:49.944,01:07:49.992,01:07:50.00,01:07:49.999","+00:49:42.89,+00:49:41.5,+00:49:41.12,+00:49:41.513,+00:49:41.48","0.13634","Ia"
"SN2006lm","22:20:12.72,22:20:12.80,22:20:12.799","+00:24:35.7,+00:24:35.82,+00:24:35.42,+00:24:35.798,+00:24:35.417,+00:24:35.8,+00:24:35.78","0.275,0.223,0.294,0.297","Ia"
"SN2006mc","02:32:02.605,02:32:02.60,02:32:02.599,02:32:02.611","-09:07:21.15,-09:07:21.1,-09:07:21.22,-09:07:21.181","0.4192,0.4204","Ia"
"SN2006mo","00:46:38.55,00:46:38.551","+36:19:57.8,+36:19:57.79","0.036999,0.037002","Ia"
"SN2006tw","01:08:54.227,01:08:54.23,01:08:54.230","+00:17:56.50,+00:17:56.5,+00:17:56.51,+00:17:56.510","0.3979,0.3987","Ia-91T"
"SN2007ii","00:33:34.05,00:33:34.0512,00:33:34.0416,00:33:34.051","+00:59:05.7,+00:59:05.7912,+00:59:05.4204,+00:59:05.71","0.2691","Ia?"
"SN2007nz","03:25:11.352,03:25:11.35,03:25:11.328,03:25:11.350","-00:06:22.59,-00:06:22.5,-00:06:22.8096,-00:06:22.50","0.464","Ia?"
"SN2007ov","02:41:08.78,02:41:08.736,02:41:08.76,02:41:08.760","+00:08:39.3,+00:08:39.7,+00:08:40.013,+00:08:39.714,+00:08:40.0,+00:08:39.98","0.315,0.268,0.395,0.403","Ia"
"SN2007qi","23:16:28.80,23:16:28.8,23:16:28.800","-00:05:56.1,-00:05:54.5892,-00:05:54.906,-00:05:54.6,-00:05:54.60","0.2764","Ia"
"SN2007qn","23:59:09.24,23:59:09.12,23:59:09.36,23:59:09.240","+01:09:30.0,+01:09:29.628,+01:09:29.988,+01:09:29.99","0.324,0.255","Ia"
"SN2008fx","02:11:33.98,02:11:34.008,02:11:33.979,02:11:32.316","+23:52:49.6,+23:52:48,+23:52:49.58,+23:53:07.04","0.059,0.05519","Ia"
"SN2009co","12:24:35.31,12:24:35.28,12:24:35.311","+47:14:16.8,+47:14:16.80","0.161","Ia"
"SN2009fw","20:32:18.50,20:32:18.48,20:32:18.499","-19:43:59.6,-19:44:00.24,-19:43:59.59","0.028","Ia"
"SNLS-05D1kl","02:24:33.539","-04:19:08.26,-04:19:08.260","0.56,0.56","Ia"
"SNLS-05D2ci","10:00:02.041","+02:12:57.07,+02:12:57.070","0.6303","Ia"
"SNLS-05D2ie","10:01:02.895,10:01:02.907","+02:39:29.11,+02:39:29.110,+02:39:28.90","0.348,0.348","Ia"
"SNLS-05D3cx","14:21:06.542","+52:45:01.83,+52:45:01.830","0.805,0.805","Ia"
"SNLS-05D3mq","14:19:00.428,14:19:00.398","+52:23:06.43,+52:23:06.430,+52:23:06.81","0.246","Ia"
"SNLS-05D4ag","22:13:47.425","-18:09:54.95,-18:09:54.950","0.64,0.64","Ia"
"SNLS-05D4dw","22:16:55.878","-18:03:05.26,-18:03:05.260","0.855,0.855","Ia"
"SNLS-05D4fe","22:15:40.268","-17:31:42.38,-17:31:42.380","0.984,0.984","Ia"
"SNLS-06D1ab","02:24:59.031","-04:40:51.20,-04:40:51.200","0.182,0.182","Ia"
"SNLS-06D2ff","10:00:16.345","+02:14:35.14,+02:14:35.140","0.345","Ia"
"SNLS-06D4ba","22:15:35.72,22:15:35.737","-18:13:44.7,-18:13:44.82,-18:13:44.820","0.7,0.7","Ia"
"LSQ13cwp","04:03:50.66","-02:39:18.0,-02:39:18.2","0.054","Ia"
"OGLE-2014-SN-186","05:45:27.59,05:45:27.57","-75:59:15.1,-75:59:14.7","0.07","Ia"
"PS1-10aex","16:18:28.32,16:18:28.313","+55:14:36.96,+55:14:37.46","0.42,0.34395","Ia"
"PSc040121","10:39:04.002","+58:35:25.74","0.32218","Ia"
"PSc052136","14:12:54.447","+52:47:32.50","0.48078","Ia"
"PSc070071","22:19:56.442","-00:26:30.92","0.36762","Ia"
"PSc070985","23:32:10.508","-00:32:12.51","0.44427","Ia"
"PSc080546","02:21:23.684","-04:00:25.50","0.61286","Ia"
"PSc090227","08:35:17.508","+44:24:23.58","0.54963","Ia"
"PSc120637","09:56:42.018","+01:30:41.94","0.29379","Ia"
"PSc140221","10:43:40.998","+58:26:34.26","0.3601","Ia"
"PSc140286","08:44:33.840","+45:24:06.88","0.19602","Ia"
"PSc140325","10:46:32.696","+57:34:07.23","0.48424","Ia"
"PSc140361","12:26:07.027","+47:31:27.93","0.36996","Ia"
"PSc150196","12:23:07.977","+48:15:41.30","0.50326","Ia"
"PSc150740","12:24:28.583","+47:36:59.01","0.20942","Ia"
"PSc160206","14:08:09.249","+53:13:48.06","0.45042","Ia"
"PSc160300","12:25:39.978","+47:22:30.82","0.18764","Ia"
"PSc170400","14:10:57.903","+54:15:47.97","0.54746","Ia"
"PSc180255","22:14:56.395","+00:32:39.24","0.45836","Ia"
"PSc180424","22:17:20.279","+00:31:57.37","0.38154","Ia"
"PSc200118","22:14:20.837","+00:56:25.59","0.52597","Ia"
"PSc300225","23:33:17.658","-00:06:59.50","0.50841","Ia"
"PSc330103","08:48:06.032","+43:58:49.07","0.42597","Ia"
"PSc350050","10:44:19.122","+58:04:34.29","0.40408","Ia"
"PSc370473","10:52:21.320","+57:16:23.34","0.59144","Ia"
"PSc380381","10:55:16.215","+57:10:26.40","0.35564","Ia"
"PSc380424","14:13:52.923","+54:02:43.52","0.36286","Ia"
"PSc380433","12:18:27.731","+45:59:59.79","0.4619","Ia"
"PSc390485","16:18:41.932","+54:35:26.20","0.39158","Ia"
"PSc420352","02:20:43.719","-03:57:44.89","0.40263","Ia"
"PSc450080","23:24:14.231","-00:06:34.94","0.26932","Ia"
"PSc450087","02:28:08.198","-03:35:11.13","0.37052","Ia"
"PSc450312","08:39:55.209","+45:32:32.18","0.2622","Ia"
"PSc470008","03:32:19.861","-29:00:49.63","","Ia"
"PSc480128","10:50:48.069","+59:21:13.03","0.34841","Ia"
"PSc480184","08:38:56.510","+43:18:50.14","0.3307","Ia"
"PSc480631","09:59:11.428","+02:18:45.09","","Ia"
"PSc500039","14:20:40.521","+53:42:27.33","0.23911","Ia"
"PSc530100","22:13:34.595","+00:40:28.23","0.31634","Ia"
"PSc530251","22:18:32.226","+01:06:53.61","","Ia"
"PSc540088","22:21:25.140","+00:14:45.94","0.3148","Ia"
"PSc540147","22:18:25.346","+00:49:35.90","0.40619","Ia"
"PSc560121","02:25:21.310","-04:23:42.94","","Ia"
"PSc560124","03:36:56.473","-28:02:43.85","0.26894","Ia"
"PSc560150","22:15:50.567","+01:13:39.30","0.19934","Ia"
"PSc560152","22:19:12.051","+01:09:36.79","","Ia"
"PSc580276","03:34:05.132","-28:48:27.71","","Ia"
"PSc590002","09:58:10.766","+00:52:41.89","0.19901","Ia"
"PTF10gmh","13:47:03.65,13:47:03.6","+39:08:00.1,+39:08:00.24","0.103","Ia"
"PTF10gqi","12:39:47.65,12:39:47.76","+59:56:41.2,+59:56:41.28","0.0445","Ia"
"PTF10tqy","00:42:41.52","+24:45:14.2,+24:45:14.04","0.045","Ia"
"PTF10xyt","23:19:02.42,23:19:02.4,23:19:02.43","+13:47:26.1,+13:47:26.16,+13:47:26.2","0.0522,0.0533,0.0484","Ia"
"PTF12dhl","13:22:55.63,13:22:55.68","+52:14:00.5,+52:14:00.6","0.057","Ia"
"CSS151230:044008+123051","04:40:07.800,04:40:07.75,04:40:07.776","+12:30:51.10,+12:30:51.3,+12:30:51.12","0.026","Ia"
"ASASSN-15go","06:11:30.500,06:11:30.50,06:11:30.408","-16:29:03.52,-16:29:03.5,-16:29:04.56","0.018923","Ia"
"OGLE15ne","05:37:23.58","-62:41:12.3","","Ia"
"OGLE15oa","04:36:25.63,04:36:25.64","-62:47:51.7,-62:47:51.8","0.059","Ia"
"PS15avy","22:33:48.41","-18:57:46.4","0.07","Ia"
"SN2016csk","17:09:30.317,17:09:30.320,17:09:30.31","+21:36:29.74,+21:36:29.5","0.048703","Ia"
"SN2016dgj","15:43:34.781,15:43:34.780,15:43:34.8,15:43:34.78","-04:37:14.66,-04:37:14.60,-04:37:14.808,-04:37:14.6","0.06,0.06","Ia-91T"
"SN2016elw","01:12:41.810,01:12:41.81","-00:52:03.92,-00:52:03.9","0.162","Ia"
"SN2016gxq","08:17:26.827,08:17:26.830,08:17:26.88,08:17:26.80","+21:41:25.55,+21:41:25.8,+21:41:25.7,+21:41:25.44","0.0119,0.0119","Ia"
"SN2017doq","13:41:57.601,13:41:57.600,13:41:57.59,13:41:57.6","-04:22:13.04,-04:22:13.0,-04:22:13.044","0.074,0.074","Ia"
"SN2017gbb","05:53:04.810,05:53:04.8","-17:52:03.50,-17:52:03.36","0.01,0.01","Iax[02cx-like]"
"SN2017goz","23:19:14.773,23:19:14.770,23:19:14.76","-11:31:13.39,-11:31:13.2","0.07,0.07","Ia"
"SN2017jeh","07:30:04.073,07:30:04.070,07:30:04.08,07:30:04.16","+54:26:09.02,+54:26:11.20,+54:26:11.04,+54:26:11.2","0.020961,0.020961","Ia"
"SN2017jzk","09:07:00.040,09:07:00","+16:40:28.30,+16:40:28.2","0.08,0.08","Ia"
"SN2018aaz","10:13:48.240,10:13:48.24,10:13:48.27","+38:45:47.40,+38:45:47.16,+38:45:47.1","0.023313","Ia"
"SN2018bdo","15:26:38.300,15:26:38.298,15:26:38.4","+28:51:58.61,+28:51:58.68","0.08,0.08","Ia"
"SN2018bui","14:20:43.658,10:02:05.971,14:20:43.440,10:02:05.816,14:20:43.44,14:20:43.43,10:02:05.76","+13:41:44.74,-15:17:55.21,+13:41:42.60,-15:17:54.47,+13:41:43.08,+13:41:43.0,+13:41:42.72,-15:17:54.6","0.031275,0.020339,0.031275,0.020339,0.031275","II"
"SN2018cco","18:59:01.022,18:59:01.020,18:59:01.00","+63:45:18.60,+63:45:18.7","0.07","Ia"
"SN2018cne","16:18:42.702,16:18:42.700,16:18:42.72","+40:04:20.83,+40:04:21.36","0.08,0.08","Ia"
"SN2018crj","17:58:02.746,17:58:02.750,17:58:02.68","+69:04:22.13,+69:04:21.9","0.088,0.088","Ia"
"SN2018crr","16:59:37.232,16:59:37.230,16:59:37.2,16:59:37.23","+59:04:23.73,+59:04:23.88,+59:04:23.8","0.973","Ia"
"SN2018cvf","12:06:40.617,12:06:40.620,12:06:40.56,12:06:40.62","+59:30:48.11,+59:30:48.24,+59:30:48.1","0.06383,0.06383","Ia"
"SN2018dv","02:32:01.027,02:32:01.030,02:32:01.032,02:32:01.04","+08:35:16.15,+08:35:16.044,+08:35:16.2","0.031,0.031","Ia"
"SN2018fay","07:17:19.260,07:17:19.262,07:17:19.2","+52:18:23.69,+52:18:23.76","0.031,0.031","Ia-91T"
"SN2018hrs","01:55:09.977,01:55:09.980,01:55:09.97","+02:29:04.85,+02:29:04.8","0.084,0.084","Ia"
"SN2018imi","06:43:40.111,06:43:40.110,06:43:40.08","+32:19:19.95,+32:19:19.56","0.09,0.09","Ia"
"SN2018jha","09:43:45.145,09:43:45.12","+33:15:39.12,+33:15:39.24,+33:15:39.6","0.086,0.086","Ia"
"SN2018jrp","14:23:51.790,14:23:51.786,14:23:51.84","+20:19:53.54,+20:19:53.4","0.05,0.05","Ia"
"SN2018mf","10:22:09.780,10:22:09.77","+10:26:23.90,+10:26:24.0","0.107,0.107","Ia"
"SN1996bm","00:44:40.85,00:44:40.850","-63:44:44.6,-63:44:44.59","0.164","nIa"
"SN1998dz","03:20:58.18,03:20:58.181","-41:05:22.8,-41:05:22.81","0.091","Ia"
"SN1999bm","12:45:00.84,12:45:00.840","-06:27:30.2,-06:27:30.20","0.15,0.15","Ia"
"SN2001iy","10:52:24.28,10:52:24.281","+57:16:36.1,+57:16:36.08","0.576,0.567,0.568","Ia"
"SN2003fj","14:19:45.205,14:19:45.19,14:19:45.190,14:19:45.198","+52:32:25.36,+52:32:25.360,+52:32:25.7,+52:32:25.69,+52:32:25.79","0.4627,0.4627","Ia"
"SN2003ln","23:30:27.15,23:30:27.151,23:30:27.158,23:30:27.131","-08:35:47.0,-08:35:46.98,-08:35:47.00,-08:35:47.09,-08:35:46.927","0.6188,0.619","Ia"
"SN2004cs","17:50:14.38,17:50:14.381","+14:16:59.5,+14:16:59.48","0.014","Ia-02cx"
"SN2004hi","02:08:38.82,02:08:38.84,02:08:38.820,02:08:38.835","-05:08:11.7,-05:08:11.79,-05:08:11.69,-05:08:11.825","0.348,0.3471,0.348","Ia"
"SNLS-04D1pc","02:26:24.876","-04:23:57.84,-04:23:57.840","0.767","Ia"
"SNLS-04D3gx","14:20:13.668,14:20:13.678,14:20:13.666","+52:16:58.00,+52:16:58.000,+52:16:58.60,+52:16:58.33","0.91,0.91","Ia"
"SNLS-04D3nr","14:22:38.508,14:22:38.526","+52:38:55.27,+52:38:55.270,+52:38:55.89","0.96,0.96","Ia"
"ESSENCEq018","02:31:39.017","-08:18:05.170","0.27,0.2692","Ia?"
"ESSENCEq021","02:33:43.919","-08:05:50.050","0.36,0.3592","Ia?"
"PSc580024","02:22:33.802","-05:27:55.11","0.5552","Ia"
"SDSS-II SN 10324","22:26:28.228,22:26:28.32","+00:35:12.44,+00:35:12.538,+00:35:12.282","0.251725","Ia"
"SDSS-II SN 12879","00:29:47.807,00:29:47.8056,00:29:47.803,00:29:47.772","-00:09:43.09,-00:09:43.092,-00:09:43.146,-00:09:43.4304","0.364989","Ia"
"SDSS-II SN 13344","22:24:39.84","+00:22:44.393,+00:22:44","0.207977","Ia"
"SDSS-II SN 13813","21:13:17.008,21:13:17.04","-00:24:17.07,-00:24:17.496,-00:24:17.0748,-00:24:17.136,-00:24:17.478","0.23646","Ia"
"SDSS-II SN 14455","21:25:27.12","+00:51:04.842,+00:51:04.878,+00:51:04.6296","0.125,0.117","Ia"
"SDSS-II SN 14809","22:05:30.24","-00:39:22.0,-00:39:21.312,-00:39:21.0996,-00:39:21.3156","0.371489","Ia"
"SDSS-II SN 15074","03:26:15.336,03:26:15.312","+00:13:18.16,+00:13:18.163,+00:13:17.936","0.203,0.185","Ia"
"SDSS-II SN 15239","00:02:25.67,00:02:25.667,00:02:25.658","-00:55:05.448,-00:55:05.4912,-00:55:05.826","0.334228","Ia"
"SDSS-II SN 16001","01:29:02.64,01:29:02.616","+00:02:12.69,+00:02:12.39","","Ia"
"SDSS-II SN 16121","03:16:54.936,03:16:54.912","-00:21:21.528,-00:21:21.438,-00:21:21.8412","0.0116","Ia"
"SDSS-II SN 16142","00:04:05.9496,00:04:05.9232","+00:29:10.813,+00:29:10.298","","Ia"
"SDSS-II SN 16236","22:18:56.4","-00:30:42.3,-00:30:42.2136,-00:30:42.5232","0.405999","Ia"
"SDSS-II SN 16468","00:15:32.1312,00:15:32.124","+00:06:57.431,+00:06:57.229","0.226581","Ia"
"SDSS-II SN 16724","21:57:26.4","+00:06:21.92,+00:06:21.701","","Ia"
"SDSS-II SN 16878","21:44:48.96","-00:07:27.7212,-00:07:27.7068,-00:07:28.0416","0.329,0.289","II"
"SDSS-II SN 16945","03:22:21.768,03:22:21.744","-00:28:04.1844,-00:28:04.5444","","Ia"
"SDSS-II SN 1762","00:03:06.851,00:03:06.8306","-00:26:19.8132,-00:26:20.1336","","Ia"
"SDSS-II SN 17967","23:02:07.102,23:02:07.2,23:02:06.96","-00:39:34.87,-00:39:34.866,-00:39:34.8624,-00:39:35.1468","0.378414","Ia"
"SDSS-II SN 18146","02:09:43.052,02:09:43.032,02:09:43.056","-00:00:01.49,-00:00:01.584,-00:00:01.494,-00:00:01.3428,-00:00:01.5696","0.429563","Ia"
"SDSS-II SN 18243","22:20:10.777,22:20:10.8","-00:44:24.14,-00:44:24.324,-00:44:24.144,-00:44:23.9964,-00:44:24.3132","0.278,0.289,0.255","Ia"
"SDSS-II SN 18836","01:38:54.645,01:38:54.648,01:38:54.624","-00:02:00.04,-00:02:00.042,-00:02:00.024,-00:02:00.42","0.300084","Ia"
"SDSS-II SN 18971","02:05:46.927,02:05:46.896,02:05:46.92","+01:12:31.87,+01:12:31.572,+01:12:31.86,+01:12:31.824","0.271354","Ia"
"SDSS-II SN 19175","01:48:18.936","+00:53:58.283,+00:53:58.182,+00:53:57.973","0.317,0.278","Ia"
"SDSS-II SN 19334","23:12:46.786,23:12:46.8","+00:20:04.62,+00:20:04.6212,+00:20:04.6716,+00:20:04.1496","0.342","Ia"
"SDSS-II SN 19408","03:40:01.704,03:40:01.68","+00:19:17.638,+00:19:17.306","","Ia"
"SDSS-II SN 19784","00:47:32.184,00:47:32.16","-00:25:01.506,-00:25:01.4124,-00:25:01.6284","0.220567","Ia"
"SDSS-II SN 1979","22:17:25.478,22:17:25.44","+00:56:41.10,+00:56:41.1,+00:56:41.122,+00:56:40.978","0.286893","Ia"
"SDSS-II SN 19987","01:04:10.778,01:04:10.752,01:04:10.776","-00:19:35.15,-00:19:35.472,-00:19:35.148,-00:19:35.1444,-00:19:35.4612","0.255,0.396","Ib/c"
"SDSS-II SN 20257","21:34:28.32","-00:08:51.2448,-00:08:51.5472","0.301715","Ia"
"SDSS-II SN 20399","22:27:06.48","-01:09:41.004,-01:09:41.22","0.177108","Ia"
"SDSS-II SN 20553","23:43:10.133,23:43:10.08","-00:19:51.78,-00:19:51.7836,-00:19:52.032","0.348806","Ia"
"SDSS-II SN 20663","01:05:48.549,01:05:48.528,01:05:48.552","+00:49:14.54,+00:49:14.2,+00:49:14.538,+00:49:14.48,+00:49:14.167","0.299569","Ia"
"SDSS-II SN 2078","22:26:51.346,22:26:51.36","-01:04:47.13,-01:04:47.136,-01:04:47.064,-01:04:47.496","0.323773","Ia"
"SDSS-II SN 20916","01:18:21.040,01:18:21.048,01:18:21","+01:01:27.91,+01:01:27.912,+01:01:27.984,+01:01:27.66","0.362181","Ia"
"SDSS-II SN 20965","00:58:05.904","-00:17:42.072,-00:17:42.3888","0.390807","Ia"
"SDSS-II SN 21401","03:14:36.696,03:14:36.648","+00:06:11,+00:06:10.85,+00:06:10.667","0.0533","Ia"
"SDSS-II SN 21402","03:24:27.672","+00:02:04.999,+00:02:04.772","","Ia"
"SDSS-II SN 2437","02:04:37.704,02:04:37.68","+00:48:24.19,+00:48:23.954","0.259608","Ia"
"SDSS-II SN 2621","01:01:22.536,01:01:22.56,01:01:22.512","-01:07:44.976,-01:07:45.012,-01:07:45.192","0.324,0.284","Ia"
"SDSS-II SN 3206","00:54:18.598,00:54:18.576,00:54:18.6","+00:25:05.61,+00:25:05.376,+00:25:05.7252,+00:25:05.3832","0.417071","Ia"
"SDSS-II SN 5142","22:36:47.28","-01:00:03.24,-01:00:03.492","0.312,0.276","Ia"
"SDSS-II SN 5963","00:44:19.45,00:44:19.44","+00:28:46.2,+00:28:45.8,+00:28:46.16,+00:28:46.142,+00:28:45.847","0.2356","Ia"
"SDSS-II SN 6501","21:00:37.652,21:00:37.68","+00:07:53.38,+00:07:53.22,+00:07:53.382,+00:07:53.447,+00:07:53.206","0.338,0.297","Ia"
"SDSS-II SN 6709","23:35:58.286,23:35:58.32","+00:36:49.19,+00:36:49.194,+00:36:48.895","0.280494","Ia"
"SDSS-II SN 6831","02:20:02.696,02:20:02.688","+00:43:17.33,+00:43:17.49,+00:43:17.213","0.211453","Ia"
"SDSS-II SN 703","22:24:52.301,22:24:52.32","+00:39:02.61,+00:39:02.124,+00:39:02.6028,+00:39:02.1132","0.337,0.342","Ia"
"SDSS-II SN 7499","01:19:25.422,01:19:25.416,01:19:25.392","-00:14:09.02,-00:14:09.024,-00:14:09.1464,-00:14:09.4416","0.352531","Ia"
"SDSS-II SN 7594","22:58:36.24","+00:53:57.383,+00:53:56.972","","Ia"
"SDSS-II SN 7712","00:43:50.37,00:43:50.376","-01:14:27.0,-01:14:26.952,-01:14:26.664","0.426","Ia"
"SDSS-II SN 8128","00:32:38.248,00:32:38.2464,00:32:38.2272","-00:49:22.67,-00:49:22.674,-00:49:22.7208,-00:49:23.0808","0.439722","Ia"
"SDSS-II SN 8226","22:19:16.141,22:19:16.08","+00:44:57.12,+00:44:56.83,+00:44:57.1,+00:44:57.145,+00:44:56.818","0.429,0.507,0.417","Ia"
"SDSS-II SN 8513","20:18:09.84","-00:34:59.8008,-00:34:59.9376","","Ia"
"SDSS-II SN 8600","02:57:04.987,02:57:04.992,02:57:04.968","-00:05:32.72,-00:05:32.7228,-00:05:32.7552,-00:05:32.9208","0.437935","Ia"
"SDSS-II SN 8730","02:09:05.88,02:09:05.856","-00:40:49.1052,-00:40:49.4832","0.470738","Ia"
"SDSS-II SN 9026","21:11:47.76","-00:36:00.198,-00:36:00.4572","","Ia"
"SDSS-II SN 9132","01:05:01.259,01:05:01.248","+00:32:24.43,+00:32:24.04,+00:32:24.331","0.368,0.384,0.329","Ia"
"SDSS-II SN 9194","00:07:32.9568,00:07:32.9592,00:07:32.9472","-00:47:49.074,-00:47:49.0884,-00:47:49.4124","0.073431","Ib/c"
"SDSS-II SN 9326","22:57:15.911,22:57:15.84","+00:37:42.36,+00:37:42.359,+00:37:42.438,+00:37:42.128","0.35","Ia"
"SDSS-II SN 9424","22:17:21.6","+00:05:50.88,+00:05:51.05,+00:05:50.8","0.217237","Ia"
"SN2005dv","13:41:04.45,13:41:04.450","+67:40:20.3,+67:40:20.32","0.010404","Ia"
"SN2005iu","20:20:15.62,20:20:15.6,20:20:15.60,20:20:15.600","+00:13:02.5,+00:13:02,+00:13:02.532,+00:13:02.316,+00:13:02.4276,+00:13:02.3304,+00:13:02.6,+00:13:02.60","0.09,0.09","Ia"
"SN2005mq","23:20:21.78,23:20:21.8,23:20:21.84,23:20:21.79,23:20:21.790","-00:20:59.6,-00:21:00,-00:20:59.604,-00:20:59.5788,-00:20:59.748,-00:20:59.60","0.35,0.35","Ia"
"SN2006bw","14:33:56.73,14:33:56.731","+03:47:55.8,+03:47:55.79","0.030002","Ia"
"SN2006hi","01:23:45.96,01:23:46.032,01:23:46.008,01:23:46.04,01:23:46.039","+00:48:58.5,+00:49:00.228,+00:48:59.87,+00:49:00.246,+00:49:00.0,+00:49:00.01","0.262,0.697,0.731","Ia"
"SN2006ju","23:24:38.93,23:24:39.12,23:24:38.88,23:24:39.01,23:24:39.010","-00:43:04.4,-00:43:05.88,-00:43:06.096,-00:43:06.312,-00:43:06.0852,-00:43:06.3012,-00:43:06.0,-00:43:05.99","0.14869","Ia?"
"SN2006jv","01:30:32.21,01:30:32.208,01:30:32.184,01:30:32.210","+00:13:11.2,+00:13:11.3,+00:13:11.284,+00:13:10.97,+00:13:11.21","0.315","Ia"
"SN2006pw","22:46:26.96,22:46:26.88,22:46:26.959","+01:09:02.9,+01:09:02.916,+01:09:02.664,+01:09:02.92","0.326503","Ia"
"SN2006qe","23:12:19.98,23:12:19.92,23:12:19.980","-00:32:03.9,-00:32:03.912,-00:32:03.9228,-00:32:04.4376,-00:32:03.91","0.381744,0.39","Ia"
"SN2006qg","21:54:18.09,21:54:18,21:54:18.089","+00:26:49.2,+00:26:49.24,+00:26:48.883,+00:26:49.20","0.222","Ia"
"SN2006tm","01:09:17.296,01:09:17.30,01:09:17.299,01:09:17.297","+00:09:11.31,+00:09:11.3,+00:09:11.30,+00:09:11.389","0.2139,0.2156","Ia"
"SN2007ar","13:21:01.93,13:21:01.930","+58:33:02.4,+58:33:02.41","0.052933","Ia"
"SN2007jv","00:15:36.91,00:15:36.912,00:15:36.888,00:15:36.910","-00:23:21.6,-00:23:21.6564,-00:23:21.7824,-00:23:21.59","0.157","Ia"
"SN2007kp","22:09:29.59,22:09:29.52,22:09:29.590","+00:44:16.4,+00:44:16.12,+00:44:16.415,+00:44:16.109,+00:44:16.40","0.286,0.329","Ia"
"SN2007oq","21:42:30.75,21:42:30.72,21:42:30.749","+00:59:04.6,+00:59:04.344,+00:59:04.5816,+00:59:04.3512,+00:59:04.60","0.339,0.294","Ia?"
"SN2007oz","23:57:16.57,23:57:16.56,23:57:16.570","+00:14:57.7,+00:14:57.23,+00:14:57.721,+00:14:57.224,+00:14:57.70","0.297,0.27","Ia"
"SN2007ty","02:28:34.38,02:28:34.380,02:28:34.378,02:28:34.381","-08:23:49.5,-08:23:49.49,-08:23:49.53,-08:23:49.491","0.552,0.5512","Ia"
"SN2007ua","01:10:31.939,01:10:31.944,01:10:31.95,01:10:31.961,01:10:31.955","+00:35:49.58,+00:35:49.578,+00:35:49.4,+00:35:49.42,+00:35:49.45,+00:35:49.434","0.5509,0.5514","Ia"
"SN2007ul","02:07:16.53,02:07:16.541,02:07:16.535,02:07:16.534","-04:42:23.2,-04:42:23.18,-04:42:23.22,-04:42:23.201","0.62,0.6191,0.62","Ia"
"SN2008ad","12:49:37.15,12:49:37.071,12:49:37.150","+28:19:46.5,+28:19:45.82,+28:19:46.49","0.0509,0.054,0.054","Ia"
"SNLS-05D2ec","09:59:26.184,09:59:26.170","+02:00:49.05,+02:00:49.050,+02:00:49.36","0.642","Ia"
"SNLS-05D2he","10:01:26.511","+02:19:03.82,+02:19:03.820","0.608,0.608","Ia"
"SNLS-05D3ax","14:19:17.583","+52:41:15.07,+52:41:15.070","0.643,0.643","Ia"
"SNLS-05D3gp","14:22:42.316,14:22:42.338","+52:43:28.88,+52:43:28.880,+52:43:28.71","0.58,0.58,0.58","Ia"
"SNLS-05D3mh","14:18:59.833","+52:40:03.21,+52:40:03.210","0.67,0.67","Ia"
"SNLS-05D4bi","22:15:56.550","-17:59:09.85,-17:59:09.850","0.775,0.775","Ia"
